FirstStructure__c;CreatedYear__c;CreatedDate__c;Type;Case_Theme_Area__c;Case_Topic_Service__c;Origin;Case_Alert_Police_Warning__c;Municipality_Category__c
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;MOBILITA E TRASPORTI;COMPORTAMENTO DEL PERSONALE;Call Center;false;
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
MUNICIPIO I;2026;16/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;11
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
MUNICIPIO III;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA AMMINISTRATIVA;Email To Case;false;3
DIPARTIMENTO VALORIZZAZIONE DEL PATRIMONIO E POLITICHE ABITATIVE;2026;16/01/2026;Reclamo;CASA E URBANISTICA;POLITICHE ABITATIVE / ERP;CDC;false;
CHIAMAROMA 060606;2026;16/01/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
BACK OFFICE ROMA CAPITALE;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Email Portale 060606;false;15
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;16/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Reclamo;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;7
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;MOBILITA E TRASPORTI;ALTRI SERVIZI MOBILITA E TRASPORTI;Call Center;false;
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;9
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;11
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;9
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
POLIZIA LOCALE (COMANDO GENERALE);2026;16/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;10
MUNICIPIO X;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;10
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;INSEDIAMENTO ABUSIVO;Call Center;false;1
AMA;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;9
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;16/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
POLIZIA LOCALE DI ROMA CAPITALE;2026;16/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;3
CHIAMAROMA 060606;2026;16/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;RUMORI MOLESTI;CDC;false;1
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;3
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
MUNICIPIO IX;2026;17/01/2026;Segnalazione;AMBIENTE;SPECIE INFESTANTI E SINANTROPE;Email To Case;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;12
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;RICICLACASA ABITAZIONI (GRATUITA);Call Center;false;
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
BACK OFFICE ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Email Portale 060606;false;15
BACK OFFICE ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Email Portale 060606;false;15
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;2
GABINETTO DEL SINDACO;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA AMMINISTRATIVA;Email To Case;false;11
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;14
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;12
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;14
CHIAMAROMA 060606;2026;17/01/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;2
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;2
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
GABINETTO DEL SINDACO;2026;17/01/2026;Segnalazione;AMBIENTE;ALTRI SERVIZI AMBIENTE;Email To Case;false;
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;MOBILITA E TRASPORTI;AUTORIZZAZIONI E PERMESSISTICA;Call Center;false;4
;2026;17/01/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;TVA;false;1
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
POLIZIA LOCALE (COMANDO GENERALE);2026;17/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;2
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;12
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;6
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;15
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;12
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;12
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;12
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;11
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
AMA;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;12
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
AMA;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;14
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
GABINETTO DEL SINDACO;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Email To Case;false;5
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;13
POLIZIA LOCALE (14° Gruppo MONTEMARIO);2026;17/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;14
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZI ANAGRAFICI;Call Center;false;
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
AMA;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;TVA;false;12
MUNICIPIO III;2026;17/01/2026;Segnalazione;AMBIENTE;ALTRI SERVIZI AMBIENTE;Email To Case;false;
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;12
;2026;17/01/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;TVA;false;3
POLIZIA LOCALE (COMANDO GENERALE);2026;17/01/2026;Segnalazione;DIRITTI E PARI OPPORTUNITA;EFFICIENZA UFFICI E COMPORTAMENTO DEL PERSONALE;Email To Case;false;
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Reclamo;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;3
